prospect_id,start_date,funnel_stage,access_channel,region,lead_source,days_interacted,services_interested,services_purchased,revenue,total_cost
1042,3/12/2025 16:37,Interested,Mobile,Australia,Social Media,81,2,0,0,255
1379,3/19/2025 22:57,Awareness,Desktop,Australia,Google,128,0,0,0,251
1379,3/19/2025 22:59,Interested,Desktop,Australia,Google,122,3,0,0,372
2443,3/16/2025 8:50,Awareness,Desktop,France,Email,67,0,0,0,423
2443,3/16/2025 8:52,Interested,Desktop,France,Email,116,2,0,0,516
1273,3/18/2025 12:15,Awareness,Mobile,UK,Google,82,0,0,0,301
1273,3/18/2025 12:17,Interested,Mobile,UK,Google,119,1,0,0,559
1273,3/18/2025 12:18,Proposal & Negotiation,Mobile,UK,Google,87,3,0,0,491
1273,3/18/2025 12:21,Proposal & Negotiation,Mobile,UK,Google,122,5,0,0,512
2010,3/11/2025 21:18,Awareness,Mobile,Germany,Social Media,122,1,0,0,605
2010,3/11/2025 21:20,Interested,Mobile,Germany,Social Media,120,2,0,0,284
1374,5/5/2025 6:25,Awareness,Desktop,France,Social Media,119,0,0,0,283
1374,5/5/2025 6:28,Interested,Desktop,France,Social Media,126,2,0,0,403
2877,7/2/2025 4:16,Awareness,Desktop,Canada,Google,54,0,0,0,447
2877,7/2/2025 4:18,Interested,Desktop,Canada,Google,119,3,0,0,625
2012,8/24/2025 13:15,Awareness,Tablet,USA,Social Media,72,0,0,0,255
1160,5/30/2025 2:29,Awareness,Mobile,USA,Social Media,83,1,0,0,242
1160,5/30/2025 2:30,Interested,Mobile,USA,Social Media,81,1,0,0,338
1160,5/30/2025 2:31,Proposal & Negotiation,Mobile,USA,Social Media,67,1,0,0,233
1566,6/15/2025 14:26,Awareness,Mobile,Australia,Email,116,0,0,0,328
2357,2/10/2025 23:39,Awareness,Tablet,Australia,Email,122,1,0,0,350
2357,2/10/2025 23:42,Interested,Tablet,Australia,Email,128,3,0,0,262
1337,3/8/2025 16:05,Awareness,Desktop,Canada,Google,60,1,0,0,706
1337,3/8/2025 16:06,Interested,Desktop,Canada,Google,20,1,0,0,437
1337,3/8/2025 16:08,Proposal & Negotiation,Desktop,Canada,Google,128,5,0,0,720
1337,3/8/2025 16:10,Proposal & Negotiation,Desktop,Canada,Google,120,5,0,0,221
1337,3/8/2025 16:11,Deal Signed,Desktop,Canada,Google,57,2,2,13330,5657
2435,4/15/2025 19:03,Awareness,Desktop,Australia,Direct,128,0,0,0,337
2435,4/15/2025 19:05,Interested,Desktop,Australia,Direct,116,1,0,0,532
1509,1/14/2025 4:29,Awareness,Mobile,India,Email,126,1,0,0,236
1509,1/14/2025 4:31,Interested,Mobile,India,Email,119,3,0,0,656
1898,5/7/2025 20:20,Awareness,Desktop,Australia,Social Media,126,1,0,0,729
1898,5/7/2025 20:23,Interested,Desktop,Australia,Social Media,129,2,0,0,770
2672,5/19/2025 19:46,Awareness,Mobile,Canada,Social Media,112,0,0,0,235
2672,5/19/2025 19:47,Interested,Mobile,Canada,Social Media,64,3,0,0,642
2672,5/19/2025 19:50,Proposal & Negotiation,Mobile,Canada,Social Media,129,2,0,0,667
2672,5/19/2025 19:53,Proposal & Negotiation,Mobile,Canada,Social Media,126,2,0,0,779
2672,5/19/2025 19:55,Deal Signed,Mobile,Canada,Social Media,125,4,1,8790,3103
1266,4/10/2025 8:25,Awareness,Mobile,UK,Direct,16,0,0,0,617
1724,4/29/2025 0:20,Awareness,Tablet,Canada,Email,64,0,0,0,215
1724,4/29/2025 0:21,Interested,Tablet,Canada,Email,32,3,0,0,272
1724,4/29/2025 0:23,Proposal & Negotiation,Tablet,Canada,Email,129,3,0,0,222
1724,4/29/2025 0:24,Proposal & Negotiation,Tablet,Canada,Email,53,1,0,0,238
1724,4/29/2025 0:27,Deal Lost,Tablet,Canada,Email,119,2,0,0,506
2790,5/8/2025 16:46,Awareness,Desktop,USA,Social Media,54,0,0,0,546
2790,5/8/2025 16:46,Interested,Desktop,USA,Social Media,15,3,0,0,577
2600,4/2/2025 17:55,Awareness,Tablet,UK,Social Media,126,0,0,0,365
2600,4/2/2025 17:58,Interested,Tablet,UK,Social Media,122,1,0,0,442
2600,4/2/2025 17:59,Proposal & Negotiation,Tablet,UK,Social Media,66,4,0,0,616
1789,6/15/2025 20:58,Awareness,Tablet,UK,Direct,21,0,0,0,650
1789,6/15/2025 21:01,Interested,Tablet,UK,Direct,128,2,0,0,532
1789,6/15/2025 21:03,Proposal & Negotiation,Tablet,UK,Direct,129,5,0,0,560
1789,6/15/2025 21:06,Proposal & Negotiation,Tablet,UK,Direct,119,3,0,0,624
1789,6/15/2025 21:06,Deal Lost,Tablet,UK,Direct,41,4,0,0,450
1154,5/15/2025 23:07,Awareness,Tablet,USA,Google,84,0,0,0,763
1154,5/15/2025 23:08,Interested,Tablet,USA,Google,63,3,0,0,422
1154,5/15/2025 23:09,Proposal & Negotiation,Tablet,USA,Google,27,1,0,0,267
1154,5/15/2025 23:10,Proposal & Negotiation,Tablet,USA,Google,114,4,0,0,557
1154,5/15/2025 23:11,Deal Signed,Tablet,USA,Google,32,5,4,26550,12577
2227,6/28/2025 20:17,Awareness,Tablet,Australia,Social Media,119,0,0,0,365
2452,1/5/2025 23:30,Awareness,Tablet,France,Direct,105,0,0,0,328
2452,1/5/2025 23:33,Interested,Tablet,France,Direct,129,2,0,0,280
1370,1/16/2025 1:59,Awareness,Mobile,Canada,Direct,81,0,0,0,395
1370,1/16/2025 2:01,Interested,Mobile,Canada,Direct,109,2,0,0,472
1312,2/26/2025 7:44,Awareness,Tablet,India,Social Media,27,1,0,0,276
1312,2/26/2025 7:46,Interested,Tablet,India,Social Media,112,1,0,0,270
1312,2/26/2025 7:47,Proposal & Negotiation,Tablet,India,Social Media,111,5,0,0,263
2521,1/18/2025 19:15,Awareness,Mobile,India,Direct,122,1,0,0,530
2521,1/18/2025 19:16,Interested,Mobile,India,Direct,74,1,0,0,586
2040,8/18/2025 7:51,Awareness,Tablet,UK,Social Media,70,1,0,0,611
2040,8/18/2025 7:54,Interested,Tablet,UK,Social Media,129,1,0,0,228
1718,7/4/2025 1:35,Awareness,Tablet,Germany,Google,128,1,0,0,782
1718,7/4/2025 1:37,Interested,Tablet,Germany,Google,113,1,0,0,381
2640,5/4/2025 5:39,Awareness,Tablet,Germany,Email,116,0,0,0,375
2640,5/4/2025 5:40,Interested,Tablet,Germany,Email,35,2,0,0,599
2640,5/4/2025 5:42,Proposal & Negotiation,Tablet,Germany,Email,122,5,0,0,325
2640,5/4/2025 5:43,Proposal & Negotiation,Tablet,Germany,Email,33,5,0,0,749
1514,2/25/2025 7:08,Awareness,Mobile,Australia,Social Media,54,1,0,0,758
1514,2/25/2025 7:10,Interested,Mobile,Australia,Social Media,111,1,0,0,316
2083,5/12/2025 16:52,Awareness,Mobile,India,Email,124,0,0,0,385
1254,8/20/2025 9:36,Awareness,Desktop,Germany,Direct,119,0,0,0,713
1254,8/20/2025 9:37,Interested,Desktop,Germany,Direct,72,2,0,0,575
2851,6/28/2025 17:30,Awareness,Tablet,USA,Social Media,117,0,0,0,761
2851,6/28/2025 17:32,Interested,Tablet,USA,Social Media,93,3,0,0,461
2851,6/28/2025 17:32,Proposal & Negotiation,Tablet,USA,Social Media,24,5,0,0,460
2851,6/28/2025 17:34,Proposal & Negotiation,Tablet,USA,Social Media,83,4,0,0,692
2851,6/28/2025 17:36,Deal Signed,Tablet,USA,Social Media,129,2,1,7470,2662
2169,2/19/2025 14:51,Awareness,Tablet,Germany,Google,126,0,0,0,543
2004,7/27/2025 21:17,Awareness,Mobile,Australia,Google,128,1,0,0,753
2004,7/27/2025 21:18,Interested,Mobile,Australia,Google,43,2,0,0,660
1896,1/22/2025 21:09,Awareness,Tablet,Germany,Social Media,83,1,0,0,671
1896,1/22/2025 21:11,Interested,Tablet,Germany,Social Media,121,1,0,0,687
1896,1/22/2025 21:14,Proposal & Negotiation,Tablet,Germany,Social Media,128,4,0,0,472
2058,8/31/2025 8:18,Awareness,Tablet,Germany,Social Media,40,0,0,0,751
2058,8/31/2025 8:19,Interested,Tablet,Germany,Social Media,63,3,0,0,307
2058,8/31/2025 8:20,Proposal & Negotiation,Tablet,Germany,Social Media,64,5,0,0,361
2058,8/31/2025 8:23,Proposal & Negotiation,Tablet,Germany,Social Media,129,1,0,0,438
2058,8/31/2025 8:24,Deal Signed,Tablet,Germany,Social Media,28,3,3,28310,11629
1071,5/3/2025 15:51,Awareness,Tablet,India,Direct,122,1,0,0,520
2125,2/10/2025 2:46,Awareness,Desktop,USA,Social Media,118,0,0,0,238
2125,2/10/2025 2:47,Interested,Desktop,USA,Social Media,44,3,0,0,213
1569,2/16/2025 6:22,Awareness,Desktop,UK,Direct,122,1,0,0,643
1172,4/7/2025 21:14,Awareness,Mobile,Australia,Social Media,32,0,0,0,626
1172,4/7/2025 21:17,Interested,Mobile,Australia,Social Media,128,1,0,0,783
1065,5/6/2025 12:54,Awareness,Desktop,UK,Social Media,126,1,0,0,475
1065,5/6/2025 12:55,Interested,Desktop,UK,Social Media,87,3,0,0,374
1872,1/9/2025 6:26,Awareness,Desktop,UK,Direct,34,0,0,0,383
2550,3/7/2025 14:25,Awareness,Mobile,USA,Google,34,0,0,0,531
2550,3/7/2025 14:26,Interested,Mobile,USA,Google,86,2,0,0,291
2061,6/29/2025 9:23,Awareness,Tablet,France,Social Media,15,1,0,0,385
1274,5/26/2025 12:21,Awareness,Tablet,USA,Google,126,1,0,0,226
1274,5/26/2025 12:24,Interested,Tablet,USA,Google,129,1,0,0,784
1274,5/26/2025 12:24,Proposal & Negotiation,Tablet,USA,Google,33,5,0,0,539
1274,5/26/2025 12:26,Proposal & Negotiation,Tablet,USA,Google,121,4,0,0,784
1274,5/26/2025 12:27,Deal Lost,Tablet,USA,Google,49,4,0,0,605
2022,4/7/2025 0:05,Awareness,Desktop,Canada,Social Media,119,1,0,0,229
1213,7/2/2025 8:22,Awareness,Mobile,India,Direct,119,0,0,0,205
1213,7/2/2025 8:23,Interested,Mobile,India,Direct,57,3,0,0,758
1078,3/19/2025 5:18,Awareness,Tablet,India,Email,77,1,0,0,647
1078,3/19/2025 5:20,Interested,Tablet,India,Email,123,2,0,0,586
1078,3/19/2025 5:22,Proposal & Negotiation,Tablet,India,Email,119,5,0,0,260
1078,3/19/2025 5:23,Proposal & Negotiation,Tablet,India,Email,71,1,0,0,358
2961,1/5/2025 19:56,Awareness,Tablet,UK,Google,114,1,0,0,347
1231,4/16/2025 16:07,Awareness,Mobile,India,Direct,37,0,0,0,723
1231,4/16/2025 16:09,Interested,Mobile,India,Direct,128,2,0,0,534
1231,4/16/2025 16:10,Proposal & Negotiation,Mobile,India,Direct,85,2,0,0,349
1231,4/16/2025 16:13,Proposal & Negotiation,Mobile,India,Direct,122,1,0,0,243
1231,4/16/2025 16:15,Deal Signed,Mobile,India,Direct,128,1,1,6070,1967
2667,7/6/2025 5:53,Awareness,Mobile,UK,Direct,119,1,0,0,664
2667,7/6/2025 5:55,Interested,Mobile,UK,Direct,119,3,0,0,631
1311,6/29/2025 5:50,Awareness,Tablet,Australia,Social Media,119,0,0,0,560
1311,6/29/2025 5:52,Interested,Tablet,Australia,Social Media,108,3,0,0,312
1377,3/10/2025 21:37,Awareness,Mobile,USA,Direct,111,0,0,0,286
1377,3/10/2025 21:38,Interested,Mobile,USA,Direct,71,3,0,0,502
1377,3/10/2025 21:41,Proposal & Negotiation,Mobile,USA,Direct,126,5,0,0,406
1377,3/10/2025 21:44,Proposal & Negotiation,Mobile,USA,Direct,126,3,0,0,648
1377,3/10/2025 21:46,Deal Lost,Mobile,USA,Direct,122,2,0,0,516
1129,7/1/2025 12:55,Awareness,Tablet,Australia,Social Media,82,1,0,0,266
1129,7/1/2025 12:57,Interested,Tablet,Australia,Social Media,122,1,0,0,418
1129,7/1/2025 13:00,Proposal & Negotiation,Tablet,Australia,Social Media,128,4,0,0,752
1129,7/1/2025 13:02,Proposal & Negotiation,Tablet,Australia,Social Media,125,2,0,0,783
1129,7/1/2025 13:03,Deal Signed,Tablet,Australia,Social Media,52,2,1,6520,2581
1463,8/26/2025 1:31,Awareness,Desktop,India,Google,47,0,0,0,431
1991,1/19/2025 3:13,Awareness,Desktop,UK,Email,128,0,0,0,601
1991,1/19/2025 3:15,Interested,Desktop,UK,Email,119,2,0,0,496
1572,5/15/2025 0:12,Awareness,Mobile,Canada,Email,65,1,0,0,266
1572,5/15/2025 0:14,Interested,Mobile,Canada,Email,119,1,0,0,385
1339,3/8/2025 10:13,Awareness,Mobile,Germany,Direct,122,0,0,0,654
1339,3/8/2025 10:16,Interested,Mobile,Germany,Direct,129,3,0,0,569
1339,3/8/2025 10:17,Proposal & Negotiation,Mobile,Germany,Direct,85,3,0,0,745
2755,1/7/2025 1:38,Awareness,Desktop,Germany,Google,45,0,0,0,228
1035,3/6/2025 11:20,Awareness,Desktop,UK,Email,73,0,0,0,377
1845,5/23/2025 20:02,Awareness,Tablet,Canada,Direct,90,0,0,0,571
1845,5/23/2025 20:05,Interested,Tablet,Canada,Direct,126,3,0,0,232
2751,6/26/2025 4:57,Awareness,Tablet,France,Google,116,0,0,0,415
2751,6/26/2025 4:58,Interested,Tablet,France,Google,70,2,0,0,730
2868,1/9/2025 6:57,Awareness,Desktop,Germany,Direct,111,1,0,0,580
2868,1/9/2025 6:59,Interested,Desktop,Germany,Direct,100,3,0,0,723
1196,1/1/2025 0:09,Awareness,Mobile,India,Email,119,1,0,0,616
1196,1/1/2025 0:10,Interested,Mobile,India,Email,51,3,0,0,290
2055,8/12/2025 12:15,Awareness,Desktop,France,Google,39,0,0,0,227
2055,8/12/2025 12:16,Interested,Desktop,France,Google,28,3,0,0,553
1220,5/13/2025 21:18,Awareness,Desktop,Germany,Direct,129,0,0,0,256
1693,8/13/2025 3:17,Awareness,Desktop,USA,Google,65,1,0,0,544
1693,8/13/2025 3:20,Interested,Desktop,USA,Google,126,3,0,0,538
1285,5/25/2025 13:58,Awareness,Tablet,France,Social Media,110,0,0,0,484
1285,5/25/2025 14:00,Interested,Tablet,France,Social Media,122,3,0,0,609
1010,8/26/2025 12:17,Awareness,Mobile,Germany,Social Media,119,1,0,0,332
1010,8/26/2025 12:20,Interested,Mobile,Germany,Social Media,129,2,0,0,233
1010,8/26/2025 12:21,Proposal & Negotiation,Mobile,Germany,Social Media,39,5,0,0,474
2738,2/10/2025 18:41,Awareness,Mobile,USA,Google,129,0,0,0,330
2738,2/10/2025 18:43,Interested,Mobile,USA,Google,122,2,0,0,676
2275,7/18/2025 2:13,Awareness,Desktop,Australia,Direct,129,1,0,0,467
2275,7/18/2025 2:14,Interested,Desktop,Australia,Direct,42,3,0,0,616
2275,7/18/2025 2:16,Proposal & Negotiation,Desktop,Australia,Direct,119,1,0,0,417
2134,5/11/2025 21:32,Awareness,Mobile,Canada,Social Media,40,1,0,0,431
2134,5/11/2025 21:35,Interested,Mobile,Canada,Social Media,119,1,0,0,339
1193,1/17/2025 8:53,Awareness,Mobile,Canada,Google,129,1,0,0,284
1193,1/17/2025 8:54,Interested,Mobile,Canada,Google,60,2,0,0,692
1193,1/17/2025 8:56,Proposal & Negotiation,Mobile,Canada,Google,119,4,0,0,385
1193,1/17/2025 8:57,Proposal & Negotiation,Mobile,Canada,Google,18,3,0,0,371
1193,1/17/2025 8:59,Deal Lost,Mobile,Canada,Google,128,1,0,0,273
1799,3/29/2025 21:54,Awareness,Mobile,USA,Direct,69,0,0,0,752
1799,3/29/2025 21:54,Interested,Mobile,USA,Direct,25,1,0,0,686
1799,3/29/2025 21:55,Proposal & Negotiation,Mobile,USA,Direct,36,2,0,0,249
1747,8/31/2025 7:05,Awareness,Mobile,Germany,Google,122,1,0,0,640
1747,8/31/2025 7:07,Interested,Mobile,Germany,Google,119,3,0,0,431
2991,6/18/2025 22:28,Awareness,Mobile,France,Social Media,117,1,0,0,273
2991,6/18/2025 22:29,Interested,Mobile,France,Social Media,109,1,0,0,220
2991,6/18/2025 22:30,Proposal & Negotiation,Mobile,France,Social Media,62,3,0,0,658
2991,6/18/2025 22:33,Proposal & Negotiation,Mobile,France,Social Media,129,4,0,0,513
2991,6/18/2025 22:35,Deal Lost,Mobile,France,Social Media,93,4,0,0,269
2035,2/28/2025 2:23,Awareness,Mobile,Germany,Social Media,81,0,0,0,349
2035,2/28/2025 2:26,Interested,Mobile,Germany,Social Media,122,2,0,0,743
2408,2/12/2025 11:30,Awareness,Desktop,UK,Social Media,46,0,0,0,745
2408,2/12/2025 11:31,Interested,Desktop,UK,Social Media,58,3,0,0,274
2408,2/12/2025 11:32,Proposal & Negotiation,Desktop,UK,Social Media,58,5,0,0,796
2408,2/12/2025 11:34,Proposal & Negotiation,Desktop,UK,Social Media,124,3,0,0,236
2408,2/12/2025 11:36,Deal Signed,Desktop,UK,Social Media,103,4,4,29540,14194
1995,3/3/2025 9:42,Awareness,Tablet,USA,Social Media,28,1,0,0,797
1995,3/3/2025 9:45,Interested,Tablet,USA,Social Media,126,1,0,0,757
1983,5/18/2025 7:12,Awareness,Tablet,India,Social Media,45,1,0,0,471
1621,4/9/2025 0:02,Awareness,Mobile,Australia,Social Media,69,1,0,0,318
2672,4/8/2025 9:21,Awareness,Desktop,Australia,Email,71,1,0,0,477
2672,4/8/2025 9:22,Interested,Desktop,Australia,Email,77,1,0,0,414
2672,4/8/2025 9:22,Proposal & Negotiation,Desktop,Australia,Email,18,3,0,0,598
2809,6/18/2025 15:40,Awareness,Desktop,Australia,Direct,129,1,0,0,499
2809,6/18/2025 15:43,Interested,Desktop,Australia,Direct,122,1,0,0,537
2831,7/26/2025 2:31,Awareness,Mobile,UK,Email,129,1,0,0,217
2503,4/9/2025 21:27,Awareness,Mobile,Australia,Social Media,46,1,0,0,693
2503,4/9/2025 21:27,Interested,Mobile,Australia,Social Media,57,2,0,0,312
2354,1/10/2025 13:50,Awareness,Mobile,France,Direct,81,0,0,0,684
2354,1/10/2025 13:52,Interested,Mobile,France,Direct,123,2,0,0,689
2354,1/10/2025 13:53,Proposal & Negotiation,Mobile,France,Direct,40,3,0,0,796
2354,1/10/2025 13:53,Proposal & Negotiation,Mobile,France,Direct,26,2,0,0,500
2354,1/10/2025 13:54,Deal Signed,Mobile,France,Direct,24,2,2,13470,6061
2620,7/22/2025 16:00,Awareness,Desktop,India,Social Media,119,0,0,0,442
2620,7/22/2025 16:02,Interested,Desktop,India,Social Media,128,2,0,0,775
2620,7/22/2025 16:04,Proposal & Negotiation,Desktop,India,Social Media,128,5,0,0,305
2620,7/22/2025 16:06,Proposal & Negotiation,Desktop,India,Social Media,118,2,0,0,354
2620,7/22/2025 16:08,Deal Signed,Desktop,India,Social Media,93,1,1,6780,2451
2765,1/2/2025 11:03,Awareness,Mobile,Australia,Social Media,101,1,0,0,275
2765,1/2/2025 11:03,Interested,Mobile,Australia,Social Media,21,2,0,0,389
1616,8/22/2025 9:46,Awareness,Tablet,Australia,Direct,102,0,0,0,604
2187,1/21/2025 6:44,Awareness,Tablet,USA,Social Media,60,1,0,0,253
1346,1/19/2025 11:18,Awareness,Tablet,India,Social Media,119,1,0,0,459
1967,8/8/2025 6:09,Awareness,Mobile,India,Direct,102,0,0,0,786
1967,8/8/2025 6:11,Interested,Mobile,India,Direct,123,3,0,0,638
2675,7/13/2025 9:11,Awareness,Mobile,France,Google,123,0,0,0,695
2675,7/13/2025 9:12,Interested,Mobile,France,Google,77,3,0,0,570
1693,8/14/2025 23:44,Awareness,Tablet,USA,Email,129,1,0,0,699
1693,8/14/2025 23:44,Interested,Tablet,USA,Email,46,2,0,0,754
1099,8/22/2025 22:28,Awareness,Mobile,India,Email,79,0,0,0,584
1099,8/22/2025 22:30,Interested,Mobile,India,Email,101,2,0,0,529
1099,8/22/2025 22:31,Proposal & Negotiation,Mobile,India,Email,79,1,0,0,691
2821,6/6/2025 23:16,Awareness,Tablet,UK,Email,56,1,0,0,655
1229,6/4/2025 16:03,Awareness,Mobile,France,Google,21,1,0,0,394
1229,6/4/2025 16:04,Interested,Mobile,France,Google,68,1,0,0,446
1229,6/4/2025 16:06,Proposal & Negotiation,Mobile,France,Google,99,5,0,0,575
1903,3/17/2025 14:53,Awareness,Desktop,Australia,Google,76,1,0,0,619
1903,3/17/2025 14:54,Interested,Desktop,Australia,Google,107,1,0,0,475
1903,3/17/2025 14:56,Proposal & Negotiation,Desktop,Australia,Google,91,1,0,0,213
1748,1/17/2025 3:36,Awareness,Mobile,Canada,Email,100,0,0,0,283
1748,1/17/2025 3:36,Interested,Mobile,Canada,Email,21,2,0,0,594
1187,2/26/2025 8:01,Awareness,Mobile,Germany,Email,42,1,0,0,318
1187,2/26/2025 8:02,Interested,Mobile,Germany,Email,40,1,0,0,746
1282,3/1/2025 8:13,Awareness,Tablet,France,Email,129,0,0,0,504
1282,3/1/2025 8:14,Interested,Tablet,France,Email,55,2,0,0,235
1925,2/10/2025 19:00,Awareness,Desktop,UK,Email,126,1,0,0,488
1925,2/10/2025 19:00,Interested,Desktop,UK,Email,16,2,0,0,356
1925,2/10/2025 19:01,Proposal & Negotiation,Desktop,UK,Email,61,3,0,0,457
2134,5/10/2025 19:14,Awareness,Mobile,Canada,Email,112,0,0,0,731
1385,3/4/2025 8:57,Awareness,Mobile,France,Social Media,119,0,0,0,747
1385,3/4/2025 8:58,Interested,Mobile,France,Social Media,47,1,0,0,291
1385,3/4/2025 8:59,Proposal & Negotiation,Mobile,France,Social Media,102,5,0,0,390
1385,3/4/2025 9:01,Proposal & Negotiation,Mobile,France,Social Media,100,4,0,0,787
1032,6/8/2025 5:06,Awareness,Tablet,India,Social Media,128,0,0,0,553
1607,4/24/2025 16:43,Awareness,Desktop,India,Google,42,1,0,0,771
1607,4/24/2025 16:44,Interested,Desktop,India,Google,24,1,0,0,710
2187,1/13/2025 4:30,Awareness,Mobile,Germany,Google,128,0,0,0,423
2187,1/13/2025 4:33,Interested,Mobile,Germany,Google,129,2,0,0,603
1181,5/28/2025 13:37,Awareness,Tablet,Germany,Direct,102,1,0,0,621
2230,7/16/2025 23:29,Awareness,Tablet,India,Social Media,119,0,0,0,770
2230,7/16/2025 23:30,Interested,Tablet,India,Social Media,77,1,0,0,461
1677,8/15/2025 19:44,Awareness,Desktop,India,Email,39,0,0,0,594
1917,1/18/2025 20:50,Awareness,Tablet,USA,Social Media,63,0,0,0,438
1917,1/18/2025 20:52,Interested,Tablet,USA,Social Media,122,1,0,0,248
1155,8/16/2025 21:59,Awareness,Mobile,Germany,Email,129,0,0,0,326
1155,8/16/2025 22:00,Interested,Mobile,Germany,Email,58,1,0,0,466
1021,1/23/2025 22:52,Awareness,Desktop,Canada,Google,118,1,0,0,270
1021,1/23/2025 22:54,Interested,Desktop,Canada,Google,129,2,0,0,336
2499,4/20/2025 4:59,Awareness,Desktop,UK,Social Media,43,1,0,0,260
2499,4/20/2025 5:01,Interested,Desktop,UK,Social Media,102,2,0,0,246
2499,4/20/2025 5:04,Proposal & Negotiation,Desktop,UK,Social Media,122,4,0,0,666
2524,3/12/2025 1:06,Awareness,Mobile,USA,Google,87,1,0,0,699
2524,3/12/2025 1:07,Interested,Mobile,USA,Google,56,2,0,0,644
2524,3/12/2025 1:10,Proposal & Negotiation,Mobile,USA,Google,129,5,0,0,534
2524,3/12/2025 1:10,Proposal & Negotiation,Mobile,USA,Google,38,4,0,0,457
2524,3/12/2025 1:12,Deal Signed,Mobile,USA,Google,89,2,2,15580,5629
2663,5/15/2025 7:56,Awareness,Mobile,Canada,Direct,64,1,0,0,207
2663,5/15/2025 7:57,Interested,Mobile,Canada,Direct,42,2,0,0,368
2673,4/5/2025 9:02,Awareness,Mobile,Australia,Email,104,1,0,0,331
2673,4/5/2025 9:03,Interested,Mobile,Australia,Email,48,2,0,0,624
2673,4/5/2025 9:05,Proposal & Negotiation,Mobile,Australia,Email,84,1,0,0,369
2673,4/5/2025 9:05,Proposal & Negotiation,Mobile,Australia,Email,23,2,0,0,623
2449,5/14/2025 20:46,Awareness,Mobile,France,Direct,20,1,0,0,584
2449,5/14/2025 20:48,Interested,Mobile,France,Direct,126,1,0,0,646
2655,3/11/2025 13:55,Awareness,Desktop,UK,Direct,129,0,0,0,646
1942,3/4/2025 5:56,Awareness,Tablet,UK,Direct,47,0,0,0,721
1942,3/4/2025 5:58,Interested,Tablet,UK,Direct,116,2,0,0,473
1942,3/4/2025 5:59,Proposal & Negotiation,Tablet,UK,Direct,85,1,0,0,493
1942,3/4/2025 6:00,Proposal & Negotiation,Tablet,UK,Direct,62,3,0,0,238
1942,3/4/2025 6:02,Deal Lost,Tablet,UK,Direct,103,1,0,0,540
2261,1/4/2025 11:23,Awareness,Desktop,India,Social Media,102,0,0,0,431
2368,1/6/2025 3:35,Awareness,Mobile,India,Email,126,0,0,0,438
2368,1/6/2025 3:37,Interested,Mobile,India,Email,99,1,0,0,645
1083,1/10/2025 9:40,Awareness,Mobile,USA,Google,128,0,0,0,462
1083,1/10/2025 9:41,Interested,Mobile,USA,Google,66,2,0,0,207
1083,1/10/2025 9:42,Proposal & Negotiation,Mobile,USA,Google,23,4,0,0,414
1611,2/28/2025 5:44,Awareness,Mobile,UK,Email,18,0,0,0,434
2687,2/17/2025 17:34,Awareness,Mobile,Canada,Google,87,0,0,0,368
2687,2/17/2025 17:37,Interested,Mobile,Canada,Google,128,1,0,0,425
2687,2/17/2025 17:39,Proposal & Negotiation,Mobile,Canada,Google,128,3,0,0,408
2687,2/17/2025 17:41,Proposal & Negotiation,Mobile,Canada,Google,102,3,0,0,516
2687,2/17/2025 17:41,Deal Signed,Mobile,Canada,Google,15,1,1,8130,3013
2742,7/1/2025 6:16,Awareness,Desktop,Canada,Email,60,1,0,0,245
2742,7/1/2025 6:16,Interested,Desktop,Canada,Email,39,1,0,0,573
2500,8/29/2025 18:39,Awareness,Mobile,India,Direct,88,0,0,0,661
2767,5/4/2025 4:19,Awareness,Tablet,UK,Direct,65,0,0,0,671
